dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
javax.servlet:jstl,org.springframework:spring-core,57,119,326,0.48,0.17,0.48
org.apache.httpcomponents:httpmime,org.testng:testng,28,143,278,0.2,0.1,0.2
org.apache.httpcomponents:httpmime,org.apache.maven:maven-plugin-api,25,143,254,0.17,0.1,0.17
commons-httpclient:commons-httpclient,commons-net:commons-net,28,138,126,0.2,0.22,0.22
commons-httpclient:commons-httpclient,org.springframework:spring-beans,29,138,252,0.21,0.12,0.21
com.beust:jcommander,javax.servlet:servlet-api,5,100,267,0.05,0.02,0.05
com.fasterxml.jackson.core:jackson-annotations,io.springfox:springfox-swagger-ui,27,429,121,0.06,0.22,0.22
com.google.guava:guava,org.eclipse.jetty:jetty-webapp,105,1138,155,0.09,0.68,0.68
javax.inject:javax.inject,org.mongodb:mongo-java-driver,18,187,110,0.1,0.16,0.16
javax.inject:javax.inject,org.yaml:snakeyaml,40,187,255,0.21,0.16,0.21
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,com.google.code.findbugs:jsr305,29,102,315,0.28,0.09,0.28
org.eclipse.jetty:jetty-util,org.hibernate:hibernate-validator,13,110,149,0.12,0.09,0.12
org.apache.ant:ant,org.slf4j:slf4j-simple,25,154,365,0.16,0.07,0.16
org.antlr:antlr4-runtime,org.apache.poi:poi,12,114,129,0.11,0.09,0.11
org.hamcrest:hamcrest-core,org.testng:testng,29,213,278,0.14,0.1,0.14
commons-beanutils:commons-beanutils,javax.mail:mail,49,271,154,0.18,0.32,0.32
org.eclipse.jetty:jetty-servlet,org.junit.jupiter:junit-jupiter-params,13,189,151,0.07,0.09,0.09
com.google.protobuf:protobuf-java,org.springframework.boot:spring-boot-starter-test,19,258,127,0.07,0.15,0.15
org.apache.logging.log4j:log4j-slf4j-impl,org.quartz-scheduler:quartz,25,217,133,0.12,0.19,0.19
org.apache.poi:poi,org.hibernate:hibernate-entitymanager,16,129,109,0.12,0.15,0.15
joda-time:joda-time,org.reflections:reflections,53,382,167,0.14,0.32,0.32
com.googlecode.json-simple:json-simple,javax.annotation:javax.annotation-api,21,151,235,0.14,0.09,0.14
com.jayway.jsonpath:json-path,javax.annotation:javax.annotation-api,23,120,235,0.19,0.1,0.19
com.jayway.jsonpath:json-path,org.mockito:mockito-all,22,120,388,0.18,0.06,0.18
junit:junit,org.hibernate:hibernate-validator,118,2231,149,0.05,0.79,0.79
org.junit.jupiter:junit-jupiter-engine,org.mybatis:mybatis,18,312,115,0.06,0.16,0.16
org.junit.jupiter:junit-jupiter-engine,org.springframework:spring-web,37,312,278,0.12,0.13,0.13
com.google.code.gson:gson,org.springframework:spring-webmvc,73,624,251,0.12,0.29,0.29
org.apache.thrift:libthrift,org.springframework.boot:spring-boot-starter-web,8,102,139,0.08,0.06,0.08
org.apache.thrift:libthrift,org.hamcrest:hamcrest-all,12,102,236,0.12,0.05,0.12
org.apache.httpcomponents:httpcore,org.slf4j:jcl-over-slf4j,73,255,298,0.29,0.24,0.29
org.easymock:easymock,org.springframework.boot:spring-boot-starter-test,5,185,127,0.03,0.04,0.04
net.java.dev.jna:jna,org.springframework.boot:spring-boot-starter-test,4,146,127,0.03,0.03,0.03
com.alibaba:druid,log4j:log4j,35,137,491,0.26,0.07,0.26
io.dropwizard.metrics:metrics-core,org.codehaus.plexus:plexus-utils,12,145,135,0.08,0.09,0.09
org.apache.maven:maven-plugin-api,org.junit.vintage:junit-vintage-engine,13,254,104,0.05,0.13,0.13
javax.xml.bind:jaxb-api,log4j:log4j,74,295,491,0.25,0.15,0.25
org.slf4j:jcl-over-slf4j,xerces:xercesImpl,33,298,109,0.11,0.3,0.3
commons-fileupload:commons-fileupload,org.apache.thrift:libthrift,10,234,102,0.04,0.1,0.1
io.springfox:springfox-swagger-ui,org.openjdk.jmh:jmh-core,3,121,204,0.02,0.01,0.02
javax.servlet:servlet-api,org.springframework:spring-beans,61,267,252,0.23,0.24,0.24
javax.servlet:servlet-api,org.springframework:spring-aop,47,267,171,0.18,0.27,0.27
javax.servlet:servlet-api,org.junit.jupiter:junit-jupiter-engine,22,267,312,0.08,0.07,0.08
org.apache.httpcomponents:httpclient,org.mockito:mockito-core,274,665,865,0.41,0.32,0.41
com.h2database:h2,org.mongodb:mongo-java-driver,39,353,110,0.11,0.35,0.35
org.apache.commons:commons-collections4,org.springframework:spring-core,56,217,326,0.26,0.17,0.26
commons-validator:commons-validator,org.hamcrest:hamcrest-all,15,101,236,0.15,0.06,0.15
commons-validator:commons-validator,org.apache.maven:maven-plugin-api,17,101,254,0.17,0.07,0.17
org.apache.commons:commons-compress,org.elasticsearch:elasticsearch,23,227,118,0.1,0.19,0.19
org.javassist:javassist,org.testcontainers:testcontainers,24,222,111,0.11,0.22,0.22
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework:spring-beans,25,134,252,0.19,0.1,0.19
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.jcraft:jsch,11,134,101,0.08,0.11,0.11
org.elasticsearch:elasticsearch,org.yaml:snakeyaml,28,118,255,0.24,0.11,0.24
commons-cli:commons-cli,javax.servlet:javax.servlet-api,95,368,468,0.26,0.2,0.26
org.springframework.boot:spring-boot-starter-web,org.springframework:spring-core,40,139,326,0.29,0.12,0.29
org.codehaus.groovy:groovy-all,org.ow2.asm:asm,14,117,164,0.12,0.09,0.12
org.codehaus.groovy:groovy-all,org.springframework:spring-tx,16,117,160,0.14,0.1,0.14
javax.annotation:javax.annotation-api,org.hibernate:hibernate-entitymanager,19,235,109,0.08,0.17,0.17
com.thoughtworks.xstream:xstream,org.apache.logging.log4j:log4j-api,17,115,267,0.15,0.06,0.15
com.thoughtworks.xstream:xstream,org.apache.commons:commons-csv,9,115,125,0.08,0.07,0.08
com.thoughtworks.xstream:xstream,org.eclipse.jetty:jetty-servlet,20,115,189,0.17,0.11,0.17
com.thoughtworks.xstream:xstream,org.apache.hadoop:hadoop-common,7,115,125,0.06,0.06,0.06
io.netty:netty-handler,org.awaitility:awaitility,16,106,141,0.15,0.11,0.15
io.netty:netty-handler,io.springfox:springfox-swagger2,2,106,137,0.02,0.01,0.02
commons-logging:commons-logging,org.glassfish.jaxb:jaxb-runtime,34,360,132,0.09,0.26,0.26
org.apache.commons:commons-lang3,org.apache.maven:maven-artifact,57,918,117,0.06,0.49,0.49
org.awaitility:awaitility,org.hamcrest:hamcrest-library,23,141,224,0.16,0.1,0.16
org.apache.curator:curator-framework,org.springframework.boot:spring-boot-starter-web,9,116,139,0.08,0.06,0.08
com.google.code.findbugs:jsr305,org.freemarker:freemarker,25,315,150,0.08,0.17,0.17
ch.qos.logback:logback-classic,org.hamcrest:hamcrest-library,77,657,224,0.12,0.34,0.34
ch.qos.logback:logback-classic,org.mockito:mockito-junit-jupiter,39,657,107,0.06,0.36,0.36
commons-configuration:commons-configuration,org.springframework:spring-test,32,146,325,0.22,0.1,0.22
javax.ws.rs:javax.ws.rs-api,org.powermock:powermock-api-mockito2,14,134,100,0.1,0.14,0.14
org.hibernate:hibernate-entitymanager,org.projectlombok:lombok,14,109,373,0.13,0.04,0.13
org.apache.httpcomponents:httpmime,org.codehaus.plexus:plexus-utils,20,143,135,0.14,0.15,0.15
commons-httpclient:commons-httpclient,org.eclipse.jetty:jetty-util,12,138,110,0.09,0.11,0.11
com.beust:jcommander,org.hamcrest:hamcrest-core,10,100,213,0.1,0.05,0.1
org.apache.commons:commons-text,org.apache.poi:poi-ooxml,25,174,134,0.14,0.19,0.19
com.fasterxml.jackson.core:jackson-databind,com.google.inject:guice,88,804,188,0.11,0.47,0.47
com.fasterxml.jackson.core:jackson-databind,io.springfox:springfox-swagger2,37,804,137,0.05,0.27,0.27
com.fasterxml.jackson.core:jackson-annotations,org.bouncycastle:bcprov-jdk15on,56,429,182,0.13,0.31,0.31
com.google.guava:guava,org.powermock:powermock-module-junit4,119,1138,203,0.1,0.59,0.59
com.google.guava:guava,io.netty:netty-handler,65,1138,106,0.06,0.61,0.61
com.google.guava:guava,junit:junit,834,1138,2231,0.73,0.37,0.73
com.google.guava:guava,org.powermock:powermock-api-mockito2,60,1138,100,0.05,0.6,0.6
org.apache.maven.plugin-tools:maven-plugin-annotations,org.scala-lang:scala-library,20,219,174,0.09,0.11,0.11
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.junit.vintage:junit-vintage-engine,13,102,104,0.13,0.13,0.13
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.springframework:spring-aop,13,102,171,0.13,0.08,0.13
commons-beanutils:commons-beanutils,org.hamcrest:hamcrest-core,48,271,213,0.18,0.23,0.23
org.scala-lang:scala-library,org.springframework:spring-jdbc,20,174,211,0.11,0.09,0.11
com.fasterxml.jackson.core:jackson-core,org.apache.httpcomponents:httpmime,59,510,143,0.12,0.41,0.41
org.bouncycastle:bcpkix-jdk15on,org.slf4j:jul-to-slf4j,22,142,140,0.15,0.16,0.16
commons-codec:commons-codec,org.apache.commons:commons-compress,129,570,227,0.23,0.57,0.57
commons-codec:commons-codec,org.apache.commons:commons-csv,58,570,125,0.1,0.46,0.46
mysql:mysql-connector-java,org.postgresql:postgresql,136,494,230,0.28,0.59,0.59
org.apache.hadoop:hadoop-common,org.springframework.security:spring-security-web,7,125,102,0.06,0.07,0.07
org.apache.hadoop:hadoop-common,org.awaitility:awaitility,7,125,141,0.06,0.05,0.06
org.apache.hadoop:hadoop-common,org.mybatis.spring.boot:mybatis-spring-boot-starter,5,125,125,0.04,0.04,0.04
org.quartz-scheduler:quartz,redis.clients:jedis,33,133,179,0.25,0.18,0.25
org.quartz-scheduler:quartz,org.slf4j:slf4j-api,95,133,1366,0.71,0.07,0.71
org.easymock:easymock,org.junit.jupiter:junit-jupiter-engine,15,185,312,0.08,0.05,0.08
com.alibaba:druid,joda-time:joda-time,27,137,382,0.2,0.07,0.2
io.dropwizard.metrics:metrics-core,org.apache.lucene:lucene-analyzers-common,10,145,105,0.07,0.1,0.1
io.springfox:springfox-swagger2,org.apache.maven:maven-artifact,4,137,117,0.03,0.03,0.03
org.hamcrest:hamcrest,org.springframework:spring-beans,14,127,252,0.11,0.06,0.11
com.google.protobuf:protobuf-java,com.zaxxer:HikariCP,14,258,135,0.05,0.1,0.1
org.apache.commons:commons-pool2,org.mockito:mockito-all,25,114,388,0.22,0.06,0.22
org.slf4j:jcl-over-slf4j,org.springframework:spring-tx,57,298,160,0.19,0.36,0.36
commons-fileupload:commons-fileupload,org.apache.poi:poi-ooxml,49,234,134,0.21,0.37,0.37
commons-fileupload:commons-fileupload,commons-logging:commons-logging,76,234,360,0.32,0.21,0.32
io.springfox:springfox-swagger-ui,org.hibernate:hibernate-validator,15,121,149,0.12,0.1,0.12
org.freemarker:freemarker,org.ow2.asm:asm,8,150,164,0.05,0.05,0.05
org.apache.poi:poi-ooxml,org.slf4j:jcl-over-slf4j,19,134,298,0.14,0.06,0.14
org.apache.poi:poi-ooxml,org.codehaus.jackson:jackson-core-asl,8,134,104,0.06,0.08,0.08
com.h2database:h2,org.hsqldb:hsqldb,67,353,190,0.19,0.35,0.35
org.apache.commons:commons-collections4,org.mockito:mockito-junit-jupiter,15,217,107,0.07,0.14,0.14
log4j:log4j,org.mockito:mockito-all,93,491,388,0.19,0.24,0.24
org.apache.logging.log4j:log4j-api,org.apache.maven:maven-artifact,18,267,117,0.07,0.15,0.15
commons-validator:commons-validator,org.scala-lang:scala-library,11,101,174,0.11,0.06,0.11
commons-validator:commons-validator,net.java.dev.jna:jna,14,101,146,0.14,0.1,0.14
org.apache.commons:commons-compress,org.yaml:snakeyaml,57,227,255,0.25,0.22,0.25
cglib:cglib,org.springframework.security:spring-security-web,22,126,102,0.17,0.22,0.22
cglib:cglib,org.apache.lucene:lucene-core,17,126,136,0.13,0.13,0.13
cglib:cglib,org.yaml:snakeyaml,18,126,255,0.14,0.07,0.14
org.elasticsearch:elasticsearch,org.slf4j:slf4j-api,65,118,1366,0.55,0.05,0.55
commons-cli:commons-cli,org.apache.commons:commons-math3,70,368,177,0.19,0.4,0.4
org.ow2.asm:asm,org.springframework:spring-jdbc,16,164,211,0.1,0.08,0.1
com.alibaba:fastjson,org.mongodb:mongo-java-driver,16,288,110,0.06,0.15,0.15
commons-net:commons-net,org.apache.maven:maven-core,11,126,183,0.09,0.06,0.09
org.springframework:spring-context-support,org.springframework:spring-test,116,150,325,0.77,0.36,0.77
com.thoughtworks.xstream:xstream,io.springfox:springfox-swagger2,12,115,137,0.1,0.09,0.1
commons-dbcp:commons-dbcp,org.aspectj:aspectjrt,27,122,111,0.22,0.24,0.24
commons-dbcp:commons-dbcp,org.mockito:mockito-core,50,122,865,0.41,0.06,0.41
commons-dbcp:commons-dbcp,org.slf4j:slf4j-log4j12,58,122,528,0.48,0.11,0.48
org.aspectj:aspectjweaver,org.quartz-scheduler:quartz,35,163,133,0.21,0.26,0.26
org.awaitility:awaitility,org.springframework:spring-context,30,141,417,0.21,0.07,0.21
org.apache.curator:curator-framework,org.mybatis.spring.boot:mybatis-spring-boot-starter,17,116,125,0.15,0.14,0.15
ch.qos.logback:logback-classic,org.apache.logging.log4j:log4j-api,49,657,267,0.07,0.18,0.18
org.apache.velocity:velocity,org.testng:testng,14,126,278,0.11,0.05,0.11
org.apache.velocity:velocity,org.reflections:reflections,15,126,167,0.12,0.09,0.12
commons-configuration:commons-configuration,org.antlr:antlr4-runtime,18,146,114,0.12,0.16,0.16
org.hamcrest:hamcrest-all,org.springframework:spring-tx,18,236,160,0.08,0.11,0.11
org.slf4j:jul-to-slf4j,redis.clients:jedis,17,140,179,0.12,0.09,0.12
commons-httpclient:commons-httpclient,io.springfox:springfox-swagger-ui,15,138,121,0.11,0.12,0.12
com.beust:jcommander,org.springframework:spring-test,11,100,325,0.11,0.03,0.11
com.jcraft:jsch,com.sun.xml.bind:jaxb-impl,11,101,157,0.11,0.07,0.11
com.jcraft:jsch,redis.clients:jedis,14,101,179,0.14,0.08,0.14
ch.qos.logback:logback-core,org.codehaus.plexus:plexus-utils,12,211,135,0.06,0.09,0.09
com.fasterxml.jackson.core:jackson-annotations,org.springframework:spring-core,120,429,326,0.28,0.37,0.37
javax.servlet.jsp:jsp-api,org.eclipse.jetty:jetty-servlet,16,103,189,0.16,0.08,0.16
com.google.guava:guava,org.springframework:spring-orm,61,1138,124,0.05,0.49,0.49
org.apache.maven.plugin-tools:maven-plugin-annotations,org.aspectj:aspectjweaver,14,219,163,0.06,0.09,0.09
org.apache.maven.plugin-tools:maven-plugin-annotations,org.apache.zookeeper:zookeeper,17,219,183,0.08,0.09,0.09
org.codehaus.plexus:plexus-utils,org.eclipse.jetty:jetty-servlet,20,135,189,0.15,0.11,0.15
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,commons-validator:commons-validator,18,102,101,0.18,0.18,0.18
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.apache.commons:commons-csv,14,102,125,0.14,0.11,0.14
org.eclipse.jetty:jetty-util,org.hamcrest:hamcrest-all,25,110,236,0.23,0.11,0.23
org.antlr:antlr4-runtime,org.testcontainers:testcontainers,12,114,111,0.11,0.11,0.11
commons-beanutils:commons-beanutils,javax.inject:javax.inject,37,271,187,0.14,0.2,0.2
commons-beanutils:commons-beanutils,io.dropwizard.metrics:metrics-core,37,271,145,0.14,0.26,0.26
org.mybatis:mybatis,org.yaml:snakeyaml,16,115,255,0.14,0.06,0.14
com.sun.xml.bind:jaxb-impl,commons-beanutils:commons-beanutils,44,157,271,0.28,0.16,0.28
com.google.protobuf:protobuf-java,commons-configuration:commons-configuration,36,258,146,0.14,0.25,0.25
com.google.protobuf:protobuf-java,org.slf4j:slf4j-log4j12,88,258,528,0.34,0.17,0.34
com.google.protobuf:protobuf-java,org.eclipse.jetty:jetty-servlet,35,258,189,0.14,0.19,0.19
com.google.protobuf:protobuf-java,redis.clients:jedis,36,258,179,0.14,0.2,0.2
com.google.protobuf:protobuf-java,org.junit.jupiter:junit-jupiter,16,258,133,0.06,0.12,0.12
com.google.inject:guice,org.hsqldb:hsqldb,21,188,190,0.11,0.11,0.11
org.mockito:mockito-junit-jupiter,org.postgresql:postgresql,19,107,230,0.18,0.08,0.18
org.apache.kafka:kafka-clients,org.slf4j:jul-to-slf4j,20,150,140,0.13,0.14,0.14
commons-lang:commons-lang,org.freemarker:freemarker,34,415,150,0.08,0.23,0.23
commons-lang:commons-lang,org.slf4j:slf4j-log4j12,147,415,528,0.35,0.28,0.35
mysql:mysql-connector-java,org.apache.commons:commons-collections4,63,494,217,0.13,0.29,0.29
org.apache.curator:curator-recipes,org.yaml:snakeyaml,30,128,255,0.23,0.12,0.23
org.apache.hadoop:hadoop-common,org.springframework:spring-core,24,125,326,0.19,0.07,0.19
com.google.code.gson:gson,io.springfox:springfox-swagger-ui,28,624,121,0.04,0.23,0.23
javax.activation:activation,org.bouncycastle:bcprov-jdk15on,13,102,182,0.13,0.07,0.13
org.junit.jupiter:junit-jupiter,org.springframework.boot:spring-boot-starter-web,12,133,139,0.09,0.09,0.09
org.easymock:easymock,org.hamcrest:hamcrest-all,25,185,236,0.14,0.11,0.14
com.github.ben-manes.caffeine:caffeine,org.springframework:spring-core,28,102,326,0.27,0.09,0.27
io.springfox:springfox-swagger2,javax.xml.bind:jaxb-api,20,137,295,0.15,0.07,0.15
org.projectlombok:lombok,org.slf4j:jcl-over-slf4j,33,373,298,0.09,0.11,0.11
org.aspectj:aspectjrt,org.aspectj:aspectjweaver,84,111,163,0.76,0.52,0.76
org.assertj:assertj-core,org.junit.jupiter:junit-jupiter-engine,96,425,312,0.23,0.31,0.31
org.assertj:assertj-core,org.openjdk.jmh:jmh-generator-annprocess,43,425,192,0.1,0.22,0.22
io.springfox:springfox-swagger-ui,org.hibernate:hibernate-core,9,121,193,0.07,0.05,0.07
io.springfox:springfox-swagger-ui,org.mockito:mockito-junit-jupiter,4,121,107,0.03,0.04,0.04
org.freemarker:freemarker,org.springframework:spring-core,41,150,326,0.27,0.13,0.27
org.apache.poi:poi-ooxml,org.slf4j:slf4j-api,72,134,1366,0.54,0.05,0.54
com.h2database:h2,org.hibernate:hibernate-validator,39,353,149,0.11,0.26,0.26
com.h2database:h2,org.mybatis.spring.boot:mybatis-spring-boot-starter,16,353,125,0.05,0.13,0.13
log4j:log4j,org.assertj:assertj-core,60,491,425,0.12,0.14,0.14
commons-io:commons-io,org.springframework:spring-orm,72,1001,124,0.07,0.58,0.58
cglib:cglib,mysql:mysql-connector-java,53,126,494,0.42,0.11,0.42
org.elasticsearch:elasticsearch,org.mybatis:mybatis,10,118,115,0.08,0.09,0.09
commons-cli:commons-cli,org.springframework:spring-jdbc,43,368,211,0.12,0.2,0.2
org.apache.commons:commons-csv,org.eclipse.jetty:jetty-server,30,125,253,0.24,0.12,0.24
org.apache.commons:commons-csv,org.hibernate:hibernate-core,23,125,193,0.18,0.12,0.18
org.hibernate:hibernate-validator,org.springframework:spring-context-support,37,149,150,0.25,0.25,0.25
commons-net:commons-net,org.junit.vintage:junit-vintage-engine,12,126,104,0.1,0.12,0.12
org.codehaus.groovy:groovy-all,org.slf4j:jcl-over-slf4j,30,117,298,0.26,0.1,0.26
javax.annotation:javax.annotation-api,org.apache.zookeeper:zookeeper,39,235,183,0.17,0.21,0.21
com.thoughtworks.xstream:xstream,org.slf4j:slf4j-jdk14,3,115,101,0.03,0.03,0.03
org.apache.commons:commons-lang3,org.springframework:spring-core,161,918,326,0.18,0.49,0.49
org.apache.zookeeper:zookeeper,org.bouncycastle:bcprov-jdk15on,29,183,182,0.16,0.16,0.16
ch.qos.logback:logback-classic,org.apache.lucene:lucene-core,30,657,136,0.05,0.22,0.22
ch.qos.logback:logback-classic,javax.activation:activation,28,657,102,0.04,0.27,0.27
org.apache.velocity:velocity,org.assertj:assertj-core,12,126,425,0.1,0.03,0.1
commons-configuration:commons-configuration,org.junit.jupiter:junit-jupiter-engine,14,146,312,0.1,0.04,0.1
org.hamcrest:hamcrest-all,org.slf4j:slf4j-simple,46,236,365,0.19,0.13,0.19
javax.servlet:jstl,redis.clients:jedis,20,119,179,0.17,0.11,0.17
com.beust:jcommander,com.google.code.gson:gson,29,100,624,0.29,0.05,0.29
com.jcraft:jsch,org.javassist:javassist,20,101,222,0.2,0.09,0.2
com.jcraft:jsch,commons-codec:commons-codec,53,101,570,0.52,0.09,0.52
com.squareup.okhttp3:okhttp,org.apache.velocity:velocity,8,212,126,0.04,0.06,0.06
ch.qos.logback:logback-core,com.thoughtworks.xstream:xstream,16,211,115,0.08,0.14,0.14
ch.qos.logback:logback-core,org.springframework:spring-web,40,211,278,0.19,0.14,0.19
com.fasterxml.jackson.core:jackson-annotations,org.springframework:spring-tx,62,429,160,0.14,0.39,0.39
javax.servlet.jsp:jsp-api,org.apache.zookeeper:zookeeper,11,103,183,0.11,0.06,0.11
com.google.guava:guava,org.springframework:spring-expression,66,1138,108,0.06,0.61,0.61
javax.servlet:javax.servlet-api,org.powermock:powermock-module-junit4,64,468,203,0.14,0.32,0.32
javax.servlet:javax.servlet-api,org.springframework:spring-web,157,468,278,0.34,0.56,0.56
org.apache.maven.plugin-tools:maven-plugin-annotations,org.freemarker:freemarker,28,219,150,0.13,0.19,0.19
javax.validation:validation-api,org.slf4j:slf4j-jdk14,5,194,101,0.03,0.05,0.05
javax.inject:javax.inject,org.powermock:powermock-api-mockito2,15,187,100,0.08,0.15,0.15
org.slf4j:slf4j-log4j12,org.springframework:spring-expression,49,528,108,0.09,0.45,0.45
org.antlr:antlr4-runtime,org.eclipse.jetty:jetty-webapp,13,114,155,0.11,0.08,0.11
com.fasterxml.jackson.core:jackson-core,org.projectlombok:lombok,76,510,373,0.15,0.2,0.2
com.sun.xml.bind:jaxb-impl,io.springfox:springfox-swagger-ui,9,157,121,0.06,0.07,0.07
